q	refl	refl_err	q_res (FWHM)
0.00803304	1.03755	0.0228763	0.000579227
0.00831725	0.954638	0.0185245	0.000599525
0.00861183	1.00315	0.0171584	0.000620442
0.0089166	1.00024	0.0157839	0.000641941
0.00923124	0.99066	0.0141937	0.000663977
0.00955529	1.00348	0.0130517	0.00068649
0.00988814	0.988666	0.0120191	0.000709413
0.0102377	1.00252	0.0110579	0.00073644
0.0106047	1.00784	0.0102504	0.000761562
0.0109801	0.996491	0.00936552	0.000786988
0.0113737	0.985652	0.00835028	0.000817328
0.0117859	0.991489	0.00784703	0.000844993
0.0122052	1.01347	0.00757041	0.000872765
0.0126434	0.99971	0.00680891	0.000906327
0.0131006	1.0003	0.00643162	0.000936225
0.0135621	1.00037	0.00611326	0.000965914
0.0140418	0.998385	0.00563014	0.00100226
0.0145396	1.00667	0.00549229	0.00103373
0.0150558	1.0041	0.00514031	0.00107268
0.0155901	1.00811	0.0050687	0.0011058
0.0161427	0.997869	0.00473371	0.00114725
0.0167128	0.989271	0.00462166	0.00118176
0.0173002	0.829894	0.00381885	0.00122548
0.017931	0.552725	0.00267577	0.00127276
0.0185807	0.293004	0.00173373	0.00131094
0.0192487	0.187759	0.00124868	0.00136049
0.0199329	0.132336	0.00101156	0.0013994
0.0206323	0.102383	0.00082582	0.00145062
0.0213832	0.0775702	0.000668433	0.00150595
0.022149	0.0607748	0.000586851	0.00154763
0.0229279	0.0492514	0.000499742	0.00160408
0.023764	0.0396801	0.0004262	0.00166504
0.0246116	0.0311391	0.000383351	0.00170876
0.0254675	0.0259763	0.000336779	0.00176987
0.0263856	0.0212181	0.000297622	0.00183577
0.0273728	0.0180025	0.000271655	0.00190704
0.0283674	0.0147589	0.000263888	0.00195447
0.0293645	0.0123969	0.000245812	0.00202453
0.0304346	0.010744	0.000232927	0.00210011
0.031586	0.00871467	0.000209012	0.00218188
0.0327353	0.00704691	0.000203387	0.00223122
0.0338744	0.00610053	0.000194184	0.00230935
0.035096	0.00527965	0.000183266	0.00239348
0.0364094	0.00421396	0.000163843	0.00248431
0.0377016	0.00363962	0.000166444	0.00253273
0.0389602	0.00327092	0.000158401	0.00261605
0.0398838	0.00304213	5.54E-05	0.00313334
0.0414377	0.00256167	4.24E-05	0.00326864
0.0430793	0.00214378	3.40E-05	0.00339852
0.0447723	0.00180569	2.76E-05	0.00353193
0.0465126	0.00149153	2.20E-05	0.00366846
0.0483459	0.00127334	1.79E-05	0.0038297
0.0502763	0.00108188	1.47E-05	0.00398164
0.0522513	0.000904739	1.21E-05	0.00413629
0.0543267	0.000749922	9.78E-06	0.00432064
0.0565056	0.000656168	8.44E-06	0.00449184
0.0587191	0.000567778	7.34E-06	0.00466469
0.0610352	0.000465971	5.98E-06	0.00487246
0.0634548	0.000399101	5.17E-06	0.00506204
0.0659826	0.000335892	4.32E-06	0.00529146
0.0686184	0.00029065	3.83E-06	0.00549878
0.0713661	0.000238971	3.22E-06	0.00575137
0.0742234	0.000201233	2.83E-06	0.00597726
0.077193	0.000174115	2.43E-06	0.00625396
0.080411	0.000139009	2.05E-06	0.0065588
0.0837563	0.000120102	1.89E-06	0.00682869
0.0872304	9.86E-05	1.63E-06	0.00716333
0.0908251	8.43E-05	1.49E-06	0.00745649
0.0945387	7.12E-05	1.33E-06	0.00782093
0.0985699	5.98E-05	1.19E-06	0.0082243
0.102729	5.02E-05	1.12E-06	0.0085746
0.10701	4.15E-05	1.01E-06	0.00901286
0.111665	3.38E-05	9.03E-07	0.00950052
0.116746	2.69E-05	8.12E-07	0.0100459
0.121981	2.47E-05	8.07E-07	0.0105167
0.127364	1.76E-05	7.34E-07	0.0111123
0.133243	1.58E-05	6.83E-07	0.0117817
0.139692	1.18E-05	6.31E-07	0.0125381
0.146326	8.88E-06	6.41E-07	0.0131952
0.153119	8.37E-06	6.15E-07	0.0140258
0.160577	5.44E-06	6.09E-07	0.0149678
0.168791	5.20E-06	6.33E-07	0.0160447
0.177206	4.62E-06	7.31E-07	0.0169969
0.185762	2.15E-06	7.46E-07	0.0181802
0.195189	1.35E-06	7.78E-07	0.0195361
0.205623	1.96E-06	8.16E-07	0.0210989
0.217243	-6.68E-07	8.21E-07	0.0229222
0.23029	2.19E-06	8.58E-07	0.0250523
0.244914	1.01E-06	8.80E-07	0.0275987
